Title,Description,Link,Site,Label
تشيلسي يرد على عقوبات الحكومة البريطانية,قال نادي تشيلسي المنافس في الدوري الإنجليزي الممتاز لكرة القدم يوم الخميس، إنه سيسعى لتغيير الرخصة التي يجب أن يعمل بموجبها الآن بعد أن فرضت الحكومة ...,https://www.alarabiya.net//sport/international-sport/2022/03/10/تشيلسي-يرد-على-عقوبات-الحكومة-البريطانية,Al-Arabiya,Sport
جلسة سرية مع بنزيمة تقرب مبابي من ريال مدريد,"ذكرت صحيفة ""ماركا"" الإسبانية، يوم الخميس، أن كريم بنزيمة، مهاجم ريال مدريد، تحدث مع مواطنه الفرنسي كيليان مبابي، نجم باريس سان جيرمان، بعد اللقاء الذي ...",https://www.alarabiya.net//sport/international-sport/2022/03/10/15-دقيقة-مع-بنزيمة-تقرب-مبابي-من-ريال-مدريد-,Al-Arabiya,Sport
" ""يويفا"" ينظر في تقرير حكم مباراة ريال مدريد وسان جيرمان",تلقى الاتحاد الأوروبي لكرة القدم (يويفا) تقرير حكم مباراة ريال مدريد الإسباني وضيفه باريس سان جيرمان الفرنسي، التي جرت يوم الأربعاء في إياب دور الـ16 ...,https://www.alarabiya.net//sport/2022/03/10/-يويفا-ينظر-في-تقرير-حكم-مباراة-ريال-مدريد-وسان-جيرمان,Al-Arabiya,Sport
أبطال إفريقيا: الأهلي والزمالك لرد الاعتبار والرجاء لحسم التأهل,يُنشد الأهلي المصري ضرب أكثر من عصفور بحجر واحد لدى زيارته الشاقة لمضيفه صنداونز الجنوب إفريقي يوم السبت في إحدى أبرز مباريات الجولة الرابعة لدور ...,https://www.alarabiya.net//sport/2022/03/10/أبطال-افريقيا-الأهلي-والزمالك-لرد-الاعتبار-والرجاء-لحسم-التأهل,Al-Arabiya,Sport
نيمار يشتبك مع دوناروما في غرفة الملابس,كشفت تقارير صحافية، يوم الخميس، أن البرازيلي نيمار دا سيلفا، نجم باريس سان جيرمان، دخل في نقاش حاد مع زميله الإيطالي دوناروما، وحمله مسؤولية خسارة ...,https://www.alarabiya.net//sport/international-sport/2022/03/10/نيمار-يشتبك-مع-دوناروما-في-غرفة-الملابس-,Al-Arabiya,Sport
وزيرة بريطانية: أبراموفيتش لن يستفيد إذا تم بيع تشيلسي,أكدت نادين دوريس وزيرة الدولة لشؤون الثقافة والإعلام والرياضة في بريطانيا يوم الخميس، أن رومان أبراموفيتش مالك نادي تشيلسي لكرة القدم الخاضع لعقوبات، ...,https://www.alarabiya.net//sport/2022/03/10/وزيرة-بريطانية-أبراموفيتش-لن-يستفيد-اذا-تم-بيع-تشيلسي,Al-Arabiya,Sport
بنزيمة.. من ظل رونالدو إلى أضواء الرجل الأول,انتفض الفرنسي كريم بنزيمة مهاجم ريال مدريد الإسباني مرة أخرى خلال إقصاء فريقه لباريس سان جيرمان من دوري أبطال أوروبا ليثبت مجددًا أنه أصبح الرجل الأول ...,https://www.alarabiya.net//sport/2022/03/10/بنزيمة-من-ظل-رونالدو-الى-أضواء-الرجل-الأول,Al-Arabiya,Sport
بطل المصارعة الأوكراني بلينيك: علينا أن نحمي البشر,أكد بطل المصارعة الأولمبي الأوكراني زان بلينيك أنه مصمم على البقاء في كييف لأطول فترة ممكنة من أجل مساعدة البشر في العاصمة الأوكرانية، وذلك في ظل ...,https://www.alarabiya.net//sport/2022/03/10/بطل-المصارعة-الأوكراني-بلينيك-علينا-أن-نحمي-البشر,Al-Arabiya,Sport
التاريخ يعيد نفسه.. باريس سان جيرمان يتعثر في أوقات الحسم ,بعد نحو خمسة أعوام من خسارته المذلة أمام برشلونة واستقباله ستة أهداف تعرض باريس سان جيرمان لموقف مؤلم آخر في إسبانيا بخسارته أمام ريال مدريد في دوري ...,https://www.alarabiya.net//sport/2022/03/10/التاريخ-يعيد-نفسه-باريس-سان-جيرمان-يتعثر-في-أوقات-الحسم-,Al-Arabiya,Sport
منع ديوكوفيتش من المشاركة في بطولتي إنديان ويلز وميامي,تأكد غياب نجم التنس الصربي نوفاك ديوكوفيتش المصنف الثاني على العالم، عن بطولة إنديان ويلز لتنس الأساتذة التي تبدأ يوم الأربعاء، نظرا لعدم السماح له ...,https://www.alarabiya.net//sport/2022/03/10/منع-ديوكوفيتش-من-المشاركة-في-بطولتي-انديان-ويلز-وميامي,Al-Arabiya,Sport
رياضيون أوكرانيون يوجهون نداء من أجل السلام في ألعاب بكين ,وجه رياضيون ومسؤولون من أوكرانيا نداء من أجل السلام في دورة ألعاب بكين الأولمبية الشتوية لذوي الاحتياجات الخاصة يوم الخميس ورفعوا لافتة ووقفوا دقيقة ...,https://www.alarabiya.net//sport/2022/03/10/رياضيون-أوكرانيون-يوجهون-نداء-من-أجل-السلام-في-ألعاب-بكين-,Al-Arabiya,Sport
بريطانيا تفرض عقوبات على أبراموفيتش وتعطل بيع تشيلسي,فرضت الحكومة البريطانية يوم الخميس عقوبات على الملياردير الروسي رومان أبراموفيتش مما سيجمد مساعيه لبيع نادي تشيلسي الإنجليزي لكرة القدم، المملوك ...,https://www.alarabiya.net//sport/2022/03/10/بريطانيا-تفرض-عقوبات-على-أبراموفيتش-وتعطل-بيع-تشيلسي,Al-Arabiya,Sport
بنزيمة ينهي أحلام باريس ونجومه ويمنح ريال مدريد التأهل,سطع النجم الفرنسي كريم بنزيمة على ملعب (سانتياغو برنابيو) وقاد فريقه ريال مدريد الإسباني باقتدار للتأهل إلى دور الثمانية لبطولة دوري أبطال أوروبا لكرة ...,https://www.alarabiya.net//sport/international-sport/2022/03/10/بنزيمة-ينهي-أحلام-باريس-ونجومه-ويمنح-ريال-مدريد-التأهل,Al-Arabiya,Sport
مانشستر سيتي يتعادل مع سبورتنغ لشبونة ويتأهل,واصل مانشستر سيتي الإنجليزي مسيرته الناجحة في الموسم الحالي وتأهل لدور الثمانية في بطولة دوري أبطال أوروبا لكرة القدم بتعادله السلبي مع سبورتنغ لشبونة ...,https://www.alarabiya.net//sport/international-sport/2022/03/10/مانشستر-سيتي-يتعادل-مع-سبورتنغ-لشبونة-ويتأهل-,Al-Arabiya,Sport
الشباب السعودي يعتذر للاتحاد الكاميروني,أعلن نادي الشباب السعودي، يوم الأربعاء، اعتذاره عن انضمام جون ماري، مدافع الفريق الأول لكرة القدم، إلى منتخب الكاميرون، وذلك بسبب الإصابة.ويخوض منتخب ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/09/الشباب-السعودي-يعتذر-للاتحاد-الكاميروني-,Al-Arabiya,Sport
"قائد أوكرانيا السابق يواجه عقوبات محتملة بسبب ""صمته""",ترغب لجنة القيم بالاتحاد الأوكراني لكرة القدم في تجريد القائد السابق للمنتخب أناتولي تيموتشوك من رخصة التدريب وجوائز من الدولة بسبب صمته أمام الهجوم ...,https://www.alarabiya.net//sport/2022/03/09/قائد-أوكرانيا-السابق-يواجه-عقوبات-محتملة-بسبب-صمته-,Al-Arabiya,Sport
"""الأفضل في العالم"".. بيدري يحفر على طريق إنييستا",تتكاثر أوجه الشبه بين بيدري لاعب وسط برشلونة الإسباني وأسطورته السابقة أندريس إنييستا من حيث اللياقة البدنية، المركز وأناقة اللعب، وسيكون النادي ...,https://www.alarabiya.net//sport/2022/03/09/-الأفضل-في-العالم-يدري-يحفر-على-طريق-انييستا,Al-Arabiya,Sport
توخيل: من الصعب التعامل بشكل طبيعي في ظل الوضع الحالي,كشف توماس توخيل مدرب تشيلسي يوم الأربعاء إن البيع الوشيك للنادي ترك الفريق وسط سحابة من عدم الاستقرار لكن التشكيلة عازمة على عدم التأثر بذلك داخل ...,https://www.alarabiya.net//sport/2022/03/09/توخيل-من-الصعب-التعامل-بشكل-طبيعي-في-ظل-الوضع-الحالي,Al-Arabiya,Sport
كيروش يعيد 4 لاعبين قبل مواجهة السنغال الفاصلة,أعاد المدرب كارلوس كيروش الرباعي أحمد حسن (كوكا) ومصطفى فتحي وكريم حافظ وأحمد ياسر ريان إلى تشكيلة مصر لخوض مواجهتين أمام السنغال بالدور الفاصل ...,https://www.alarabiya.net//sport/2022/03/09/كيروش-يعيد-4-لاعبين-قبل-مواجهة-السنغال-الفاصلة,Al-Arabiya,Sport
مواجهة الأهلي المصري تشعل أزمة بين رئيسي المريخ,أشعلت مواجهة الأهلي المصري أزمة جديدة بين مجلسي إدارة نادي المريخ السوداني، وذلك بسبب إقامة مباراة الفريق أمام بطل إفريقيا في القاهرة.ويعاني النادي ...,https://www.alarabiya.net//sport/arab-sport/2022/03/09/مواجهة-الأهلي-المصري-تشعل-أزمة-بين-رئيسي-المريخ-,Al-Arabiya,Sport
بسبب راموس.. باريس يلاحق موهبة برشلونة,كشفت تقارير صحافية إسبانية، يوم الأربعاء، أن باريس سان جيرمان يرغب في التعاقد مع الأوروغوياني رونالد أراخو، مدافع نادي برشلونة، وذلك لتعويض صفقة ...,https://www.alarabiya.net//sport/international-sport/2022/03/09/بسبب-راموس-باريس-يلاحق-موهبة-برشلونة,Al-Arabiya,Sport
تشافي لهالاند: لا يوجد لاعب رفض برشلونة,وجه تشافي هيرنانديز، مدرب برشلونة الإسباني، رسالة إلى المهاجم النرويجي إيرلنغ هالاند، مؤكدا أنه لا يوجد لاعب رفض الانضمام إلى الفريق الكاتالوني منذ ...,https://www.alarabiya.net//sport/international-sport/2022/03/09/تشافي-لهالاند-لا-يوجد-لاعب-رفض-برشلونة,Al-Arabiya,Sport
الفتح يواجه أبها.. وصدام بين التعاون والفيصلي,يسعى الفتح لمواصلة صحوته المتأخرة، عندما يستقبل أبها على ملعب مدينة الأمير عبدالله بن جلوي الرياضية بالأحساء يوم الخميس في افتتاح مباريات المرحلة ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/09/الفتح-يواجه-أبها-وصدام-بين-التعاون-والفيصلي,Al-Arabiya,Sport
"السويد: قرار تأهل بولندا بعد استبعاد روسيا ""مجنون تمامًا""",عبّرت السويد يوم الأربعاء عن امتعاضها من قرار الاتحاد الدولي لكرة القدم تأهيل بولندا إلى نهائي المسار الثاني من تصفيات الملحق الأوروبي المؤهل إلى ...,https://www.alarabiya.net//sport/2022/03/09/السويد-قرار-تأهل-بولندا-بعد-استبعاد-روسيا-مجنون-تمامًا-,Al-Arabiya,Sport
الغامدي وعريجة ينضمان للدوري التشيكي,أعلن برنامج الابتعاث السعودي لتطوير مواهب كرة القدم عن انتقال اللاعبين زياد الغامدي ومحمد عريجة إلى نادي بريبرام الذي ينشط في الدوري التشيكي.وقال ...,https://www.alarabiya.net//sport/2022/03/09/الغامدي-وعريجة-ينضمان-للدوري-التشيكي,Al-Arabiya,Sport
كين: مانشستر يونايتد من أفضل فرق الدوري الإنجليزي,كشف هاري كين مهاجم توتنهام هوتسبير أنه متفائل بفرص فريقه قبل مواجهة مانشستر يونايتد في الدوري الإنجليزي الممتاز لكرة القدم يوم السبت بعد الفوز الساحق ...,https://www.alarabiya.net//sport/2022/03/09/كين-مانشستر-يونايتد-من-أفضل-فرق-الدوري-الانجليزي,Al-Arabiya,Sport
الضبابية تحيط بديوكوفيتش قبل بطولة إنديان ويلز للتنس,استمرت الضبابية التي تحيط بوضع نجم التنس الصربي نوفاك ديوكوفيتش المصنف الثاني على العالم، قبل ساعات من انطلاق منافسات بطولة إنديان ويلز لتنس ...,https://www.alarabiya.net//sport/2022/03/09/الضبابية-تحيط-بديوكوفيتش-قبل-بطولة-انديان-ويلز-للتنس,Al-Arabiya,Sport
كلوب: إنهاؤنا للهجمات كان هزليًا,أكد يورغن كلوب مدرب ليفربول أن فريقه استحق التأهل إلى دور الثمانية في دوري أبطال أوروبا لكرة القدم رغم هزيمته 1-صفر أمام عشرة لاعبين من إنتر ميلان يوم ...,https://www.alarabiya.net//sport/2022/03/09/كلوب-انهاؤنا-للهجمات-كان-هزليًا-,Al-Arabiya,Sport
"إيقاف تميمة أتليتيكو مينيرو البرازيلي بسبب ""سلوك مثير للفزع""",أعلن اتحاد ولاية ميناس غيرايس لكرة القدم يوم الثلاثاء إيقاف تميمة أتليتيكو مينيرو حامل لقب الدوري البرازيلي لكرة القدم مباراة واحدة بسبب سلوك مثير ...,https://www.alarabiya.net//sport/2022/03/09/ايقاف-تميمة-أتليتيكو-مينيرو-البرازيلي-بسبب-سلوك-مثير-للفزع-,Al-Arabiya,Sport
الاتحاد المكسيكي يعاقب كويريتارو بالحرمان من جماهيره لمدة عام,عاقب الاتحاد المكسيكي لكرة القدم نادي كويريتارو بالحرمان من حضور المشجعين في المباريات على ملعبه لمدة عام، وذلك إثر أحداث العنف والاشتباكات التي ...,https://www.alarabiya.net//sport/2022/03/09/الاتحاد-المكسيكي-يعاقب-كويريتارو-بالحرمان-من-جماهيره-لمدة-عام,Al-Arabiya,Sport
ليفربول يخسر أمام إنتر ويتأهل,صعد ليفربول الإنجليزي إلى دور الثمانية ببطولة دوري أبطال أوروبا لكرة القدم رغم هزيمته أمام ضيفه إنتر ميلان الإيطالي صفر - 1 مساء الثلاثاء في إياب دور ...,https://www.alarabiya.net//sport/international-sport/2022/03/09/ليفربول-يخسر-أمام-انتر-ويتأهل-,Al-Arabiya,Sport
بايرن يذل سالزبورغ.. وليفاندوفسكي يدخل تاريخ الأبطال,سجل القناص البولندي روبرت ليفاندوفسكي رقما قياسيا قاد به فريقه بايرن ميونخ لاكتساح ضيفه ريد بول سالزبورغ النمساوي 7 -1 اليوم الثلاثاء في إياب دور ...,https://www.alarabiya.net//sport/international-sport/2022/03/09/بايرن-يذل-سالزبورغ-ليفاندوفسكي-يدخل-تاريخ-الأبطال-,Al-Arabiya,Sport
"من نجم بايرن إلى الدوسري.. احتفالية ""الخلط"" تغزو الملاعب ",انتشرت احتفالية اللاعب سالم الدوسري، نجم المنتخب السعودي ونادي الهلال، بشكل واسع في الفترة الماضية، على مستوى الشرق الأوسط، وذلك بعدما تم تداولها عبر ...,https://www.alarabiya.net//sport/international-sport/2022/03/09/من-نجم-بايرن-الى-الدوسري-احتفالية-الخلط-تغزو-الملاعب-,Al-Arabiya,Sport
موراي يتبرع بدخله السنوي لصالح أوكرانيا,قرر نجم التنس الاسكتلندي أندي موراي المصنف الأول على العالم سابقا التبرع بالأموال التي يحصل عليها كجوائز من البطولات التي يشارك بها حتى نهاية العام ...,https://www.alarabiya.net//sport/other-sport/2022/03/09/موراي-يتبرع-بدخله-السنوي-لصالح-أوكرانيا,Al-Arabiya,Sport
"""فيفا"" يؤجل مباراة أوكرانيا في تصفيات كأس العالم",أعلن الاتحاد الدولي لكرة القدم (فيفا) في بيان يوم الثلاثاء تأجيل مواجهة أوكرانيا في تصفيات كأس العالم أمام اسكتلندا والتي كانت مقررة في 24 مارس لتقام ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/-فيفا-يؤجل-مباراة-أوكرانيا-في-تصفيات-كأس-العالم,Al-Arabiya,Sport
الهلال يوقف انتصارات اتحاد جدة,أوقف الهلال سلسلة انتصارات اتحاد جدة بفوزه 2 - 1 على المتصدر، يوم الثلاثاء، في مباراة الفريقين المؤجلة من المرحلة الثانية عشرة من دوري كأس محمد بن ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/08/الهلال-يوقف-انتصارات-اتحاد-جدة,Al-Arabiya,Sport
نيمار يتوعد ريال مدريد.. وبوكيتينو يكشف جاهزية مبابي,دعا نيمار مهاجم باريس سان جيرمان الفريق الفرنسي للعب مباراة هجومية في إياب دور الستة عشر لدوري أبطال أوروبا لكرة القدم أمام مضيفه ريال مدريد الإسباني ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/نيمار-يتوعد-ريال-مدريد-وبوكيتينو-يكشف-جاهزية-مبابي,Al-Arabiya,Sport
"الاتحاد الروسي لكرة القدم يستأنف عقوبات ""فيفا ويويفا""",أعلنت محكمة التحكيم الرياضي (كاس) يوم الثلاثاء أن الاتحاد الروسي لكرة القدم استأنف عقوبات الاتحادين الدولي (فيفا) والأوروبي (يويفا) للعبة باستبعاد ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/الاتحاد-الروسي-لكرة-القدم-يستأنف-عقوبات-فيفا-ويويفا-,Al-Arabiya,Sport
مودريتش: نريد مبابي.. وراموس أسطورة ريال مدريد,أكد الكرواتي الدولي لوكا مودريتش أن الوقت ليس مناسبا لمناقشة مستقبله مع ريال مدريد الإسباني، في ظل الاستعدادات الجارية للمواجهة المرتقبة أمام باريس ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/مودريتش-نريد-مبابي-وراموس-أسطورة-ريال-مدريد,Al-Arabiya,Sport
الدوري الإنجليزي يوقف بث مبارياته في روسيا,علّق الدوري الإنجليزي الممتاز لكرة القدم الثلاثاء اتفاقية البث مع روسيا إثر غزوها لأوكرانيا مع مفعول فوري ما يعني بأن المباريات الأربع المقررة الخميس ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/الدوري-الانجليزي-يوقف-بث-مبارياته-في-روسيا,Al-Arabiya,Sport
غوارديولا: زينتشنكو يمر بفترة صعبة.. ووكر فعل شيئاً غبياً,كشف بيب غوارديولا مدرب مانشستر سيتي أن المدافع الأوكراني أولكسندر زينتشنكو جاهز لخوض مباراة إياب دور الستة عشر لدوري أبطال أوروبا لكرة القدم أمام ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/غوارديولا-زينتشنكو-يمر-بفترة-صعبة-ووكر-فعل-شيئاً-غبياً,Al-Arabiya,Sport
أنشيلوتي: لا نحتاج للكثير من الأهداف أمام باريس,أقر كارلو أنشيلوتي مدرب ريال مدريد بأن فريقه تأذى من أسوأ أداء له هذا الموسم خلال الخسارة 1-صفر من باريس سان جيرمان في ذهاب دور 16 بدوري أبطال أوروبا ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/أنشيلوتي-لا-نحتاج-للكثير-من-الأهداف-أمام-باريس,Al-Arabiya,Sport
"""هواوي"" الصينية تنهي تعاقدها مع ليفاندوفسكي","أكدت الشركة الصينية للتكنولوجيا ""هواوي"" يوم الثلاثاء لوكالة الأنباء الألمانية (د.ب.أ) أنه تم إنهاء التعاون مع روبرت ليفاندوفسكي نجم فريق بايرن ميونخ ...",https://www.alarabiya.net//sport/international-sport/2022/03/08/-هواوي-الصينية-تنهي-تعاقدها-مع-ليفاندوفسكي-,Al-Arabiya,Sport
"ميسي يعود إلى ""سانتياغو"" بذكريات السداسية والاحتفال التاريخي","شكّل الأرجنتيني ليونيل ميسي في غضون 16 موسماً مع برشلونة الإسباني، المنافس الأشد فتكاً بريال مدريد وأكثر لاعب خطورة وطأت قدماه ملعب ""سانتياغو برنابيو"" ...",https://www.alarabiya.net//sport/international-sport/2022/03/08/ميسي-كابوس-ريال-مدريد-في-سانتياغو-برنابيو-,Al-Arabiya,Sport
"ريال مدريد يستضيف باريس لتفادي ""الوداع المبكر""",لا بديل لريال مدريد الإسباني، حامل الرقم القياسي في عدد مرات إحراز لقب دوري أبطال أوروبا في كرة القدم (13)، سوى الفوز على باريس سان جرمان الفرنسي ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/ريال-مدريد-يستضيف-باريس-لتفادي-الوداع-المبكر-,Al-Arabiya,Sport
تشيلسي يستعيد جهود ثنائي الدفاع,أعلن تشيلسي المنتمي للدوري الإنجليزي الممتاز لكرة القدم عودة ثنائي الدفاع سيزار أزبليكويتا وماركوس ألونسو إلى المران بعد الغياب عن آخر مباراتين بسبب ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/تشيلسي-يستعيد-جهود-ثنائي-الدفاع,Al-Arabiya,Sport
إيقاف الألماني زفيريف بعد هجومه على الحكم,"أعلنت رابطة محترفي كرة المضرب ""أي تي بي"" أنها عاقبت الألماني ألكسندر زفيريف بالإيقاف لمدة ثمانية أسابيع مع تغريمه مبلغ 25 ألف دولار لكن مع وقف ...",https://www.alarabiya.net//sport/other-sport/2022/03/08/ايقاف-الألماني-زفيريف-بعد-هجومه-على-الحكم,Al-Arabiya,Sport
"سيدني يتأهل إلى ""مجموعات"" دوري أبطال آسيا",تأهل سيدني إلى دور المجموعات في دوري أبطال آسيا لكرة القدم بفوزه 5-صفر على كايا الفلبيني يوم الثلاثاء.وسجل بوبو وآدم لي فوندري هدفين لكل منهما، بينما ...,https://www.alarabiya.net//sport/international-sport/2022/03/08/سيدني-يتأهل-الى-مجموعات-دوري-أبطال-آسيا,Al-Arabiya,Sport
رسمياً.. بغداد تحتضن مباراة العراق والإمارات,أكد الاتحاد الآسيوي لكرة القدم، يوم الثلاثاء، أن العراق سوف يستضيف المباراة المقبلة ضمن التصفيات الآسيوية المؤهلة لكأس العالم، أمام الإمارات ضمن ...,https://www.alarabiya.net//sport/arab-sport/2022/03/08/رسمياً-بغداد-تحتضن-مباراة-العراق-والامارات,Al-Arabiya,Sport
الأمير محمد بن سلمان يستقبل إنفانتينو,"التقى ولي العهد الأمير محمد بن سلمان بن عبدالعزيز، يوم الثلاثاء، رئيس الاتحاد الدولي لكرة القدم ""فيفا"" جياني إنفانتينو.وجرى خلال اللقاء استعراض مجالات ...",https://www.alarabiya.net//sport/saudi-sport/2022/03/08/الأمير-محمد-بن-سلمان-يستقبل-انفانتينو,Al-Arabiya,Sport
عبدالعزيز الفيصل يستقبل إنفانتينو,استقبل الأمير عبدالعزيز بن تركي الفيصل وزير الرياضة ورئيس اللجنة الأولمبية والبارالمبية السعودية يوم الاثنين، السويسري جياني إنفانتيو رئيس الاتحاد ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/08/عبدالعزيز-الفيصل-يستقبل-انفانتينو,Al-Arabiya,Sport
فيفا يسمح للاعبين الأجانب في روسيا وأوكرانيا بفسخ عقودهم,"أعلن الاتحاد الدولي لكرة القدم ""فيفا"" يوم الاثنين أن اللاعبين والمدربين الأجانب في البطولتين الروسية والأوكرانية بإمكانهم ""فسخ"" عقودهم من طرف واحد ...",https://www.alarabiya.net//sport/international-sport/2022/03/08/فيفا-يسمح-للاعبين-الأجانب-في-روسيا-وأوكرانيا-بفسخ-عقودهم,Al-Arabiya,Sport
"""تحد خاص"" ينتظر دياز أمام الاتحاد",يخوض الأرجنتيني رامون دياز مدرب نادي الهلال مواجهة خاصة أمام الاتحاد في مباراة الفريقين المؤجلة يوم الثلاثاء ضمن الجولة 12 من دوري كأس محمد بن سلمان ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/08/-تحد-خاص-ينتظر-دياز-أمام-الاتحاد,Al-Arabiya,Sport
انطلاقة ما بعد المونديال تحفز الهلال أمام الاتحاد,يأمل نادي الهلال تكرار مشواره بتحقيق النتائج الإيجابية التي تعقب عودته من بطولة كأس العالم للأندية عندما يستضيف الاتحاد يوم الثلاثاء في قمة مؤجلة من ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/08/انطلاقة-ما-بعد-المونديال-تحفز-الهلال-أمام-الاتحاد,Al-Arabiya,Sport
السويدي دوبلانتيس يكسر رقمه القياسي في القفز بالزانة,كسر السويدي موندو دوبلانتيس رقمه القياسي في القفز بالزانة يوم الاثنين عندما حقق 6.19 متر في لقاء بلغراد داخل القاعات.وتفوق المتسابق البالغ عمره 22 ...,https://www.alarabiya.net//sport/other-sport/2022/03/07/السويدي-دوبلانتيس-يكسر-رقمه-القياسي-في-القفز-بالزانة,Al-Arabiya,Sport
إنزاغي: هدف مبكر سيكون حاسماً لآمال إنتر,قال سيموني إنزاغي مدرب إنتر ميلان إن فريقه يجب أن يسجل مبكرا لو أراد الحفاظ على آماله بعبور ليفربول في إياب دور الستة عشر بدوري أبطال أوروبا لكرة ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/انزاغي-هدف-مبكر-سيكون-حاسماً-لآمال-انتر,Al-Arabiya,Sport
إصابة مبابي في التدريبات تقلق باريس قبل قمة الريال,تحوم الشكوك حول مشاركة المهاجم الدولي الفرنسي كيليان مبابي مع فريقه باريس سان جيرمان ضد ريال مدريد الإسباني يوم الأربعاء في إياب الدور ثمن النهائي من ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/اصابة-مبابي-في-التدريبات-تقلق-باريس-قبل-قمة-الريال,Al-Arabiya,Sport
ليستر يمدد عقد فوفانا حتى 2027,أعلن نادي ليستر سيتي الإنجليزي لكرة القدم يوم الإثنين أن مدافعه الفرنسي ويسلي فوفانا وقَّع عقدا جديدا مع الفريق لمدة خمسة أعوام.ولم يلعب فوفانا البالغ ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/ليستر-يمدد-عقد-فوفانا-حتى-2027,Al-Arabiya,Sport
إيقاف حمدالله وشافعي مباراة واحدة,أصدرت لجنة الانضباط والأخلاق التابعة للاتحاد السعودي لكرة القدم يوم الاثنين قرارين بإيقاف لاعب نادي الاتحاد عبدالرزاق حمدالله ولاعب نادي ضمك فاروق ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/07/ايقاف-حمدلله-وشافعي-مباراة-واحدة,Al-Arabiya,Sport
"الاتحاد أمام عقدة ""الملز"" ورقم غاب 5 أعوام أمام الهلال",يدخل اتحاد جدة الكلاسيكو أمام الهلال يوم الثلاثاء أملا في الابتعاد بصدارته باحثا عن حسم مبكر لبطولة الدوري السعودي بالإضافة إلى تكرار عدم خسارته من ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/07/الاتحاد-أمام-عقدة-الملز-ورقم-غاب-5-أعوام-أمام-الهلال-,Al-Arabiya,Sport
باريس يعول على مبابي لإقصاء ريال مدريد,حصل كيليان مبابي على راحة كافية قبل أن يلتقي فريقه الحالي باريس سان جيرمان، مع مضيفه ريال مدريد، الذي من المحتمل أن يلعب له مستقبلا يوم الأربعاء في ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/باريس-يعول-على-مبابي-لاقصاء-ريال-مدريد,Al-Arabiya,Sport
بايرن يسعى لفرض اسمه أمام سالزبورغ.. وليفربول لتأكيد تفوقه على إنتر ,يملك بايرن ميونخ الألماني فرصة لتحسين نتائجه المتقلّبة في الآونة الأخيرة، عندما يستقبل سالزبورغ النمساوي يوم الثلاثاء في إياب دور الـ16 من دوري أبطال ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/بايرن-يسعى-لفرض-اسمه-أمام-سالزبورغ-وليفربول-لتأكيد-تفوقه-على-انتر-,Al-Arabiya,Sport
الهلال يستضيف الاتحاد.. بين اقتراب من حسم الدوري أو إعادة المنافسة,يبحث الاتحاد المتصدر عن تخطي غريمه الهلال حامل اللقب للاقتراب أكثر من بطولة دوري كأس محمد بن سلمان للمحترفين، عندما يتواجهان يوم الثلاثاء في ملعب ...,https://www.alarabiya.net//sport/saudi-sport/2022/03/07/الهلال-يستضيف-الاتحاد-بين-اقتراب-من-حسم-الدوري-أو-اعادة-المنافسة,Al-Arabiya,Sport
دياز.. أمل جديد لمستقبل ليفربول,لا يزال مدرّب ليفربول الألماني يورغن كلوب يخفّف من التوقعات بإمكانية إحراز فريقه رباعية نادرة هذا الموسم، لكنه في الوقت ذاته يعترف بأنه يملك أفضل ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/دياز-أمل-جديد-لمستقبل-ليفربول,Al-Arabiya,Sport
"شيفتشينكو: أطلب من إيطاليا أن ""تفتح قلبها"" لأوكرانيا",طلب الدولي الأوكراني السابق أندري شيفتشينكو من إيطاليا أن تفتح قلبها لوطنه في مقابلة عاطفية بثت يوم الأحد في أحد أهم البرامج المتلفزة في البلاد.وفي ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/شيفتشينكو-أطلب-من-ايطاليا-أن-تفتح-قلبها-لأوكرانيا,Al-Arabiya,Sport
بهدف جيرو.. ميلان يهزم نابولي ويتصدر,اعتلى فريق ميلان صدارة الدوري الإيطالي لكرة القدم عقب فوزه على مضيفه نابولي 1 - صفر خلال المباراة التي جمعتهما يوم الأحد في الجولة الثامنة والعشرين من ...,https://www.alarabiya.net//sport/international-sport/2022/03/07/بهدف-جيرو-ميلان-يهزم-نابولي-ويتصدر-,Al-Arabiya,Sport
